Subject;Party;RevAOTE;CRT_ACC;Conspiracist_Ideation;Paranormal_Belief;MV_Traditional;MV_CareFairness;Social_Conserv;Fiscal_Conserv;FreeMarketIdeology;ConservativeOpinions;Science_Overall;Religious_Belief;GodType;Theism;PolCat;Conservatism;IdeologicalStrength;DemRep_C;MV_Rationality;Random;P.Abortion;P.GayMarriage;P.Military;P.CapitalPunishment;P.MenFeminism;P.PoliceAuthority;P.War;P.ControlSpeakers;P.MenSexism;P.MicroAggressions;GovTrust;P.GlobalWarming;P.BigBang;P.Evolution;P.OldEarth;P.StemCell;P.Vaccines;P.TechProblems;P.ModernMedicine;P.IQHeritable;P.Detox;P.Genes;P.GM_Health;P.NuclearPower;TrustScien;Education.0;ResponseID;ResponseSet;Name;ExternalDataReference;Email;Status;StartDate;EndDate;Finished;age;gender;hhi;ethnicity;hispanic;education;political_party;region;confirmCode;Order;Consent;AOT2;AOT2_1;AOT2_2;AOT2_3;AOT2_4;AOT2_5;AOT2_6;AOT2_7;AOT2_8;AOT_RT_1;AOT_RT_2;AOT_RT_3;AOT_RT_4;CI;CI_1;CI_2;CI_3;CI_4;CI_5;CI_6;CI_7;CI_8;CI_9;CI_10;CI_11;CI_12;CI_13;CI_14;CI_15;CI_RT_1;CI_RT_2;CI_RT_3;CI_RT_4;PB;PB_1;PB_2;PB_3;PB_4;PB_5;PB_6;PB_7;PB_8;PB_9;PB_10;PB_11;PB_12;PB_13;PB_14;PB_15;PB_16;PB_17;PB_18;PB_19;PB_20;PB_21;PB_22;PB_RT_1;PB_RT_2;PB_RT_3;PB_RT_4;Moral;Kindness;Purity;Autonomy;Helfpulnes;RespectAut;Fairness;AvoidHarm;Rights;Patriotism;RespectTra;Knowledge;Facts;Empiricism;Irrational;Ignorance;Moral_RT_1;Moral_RT_2;Moral_RT_3;Moral_RT_4;Sci;Evolution;GlobalWarm;TechProble;GM_Health;BigBang;Vaccines;OldEarth;ModMedicin;StemCell;IQHeritable;Detox;NuclearPower;Genes;Sci_RT_1;Sci_RT_2;Sci_RT_3;Sci_RT_4;Politic;Abortion;GayMarriag;War;CapitalPun;Military;PoliceAuth;Microaggre;ControSpea;MenSexism;MenFeminis;FMI_1;FMI_2;FMI_3;FMI_4;FMI_5;Politic_RT_1;Politic_RT_2;Politic_RT_3;Politic_RT_4;Rb_1;Rb_2;Rb_3;Rb_4;Rb_5;Rb_6;Rb_7;Rb_8;Rb_9;CRTInst;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Age.0;English;Income;Ethnicity_1;Ethnicity_2;Ethnicity_3;Ethnicity_4;Ethnicity_5;Ethnicity_6;Ethnicity_6_TEXT;Ethnicity_8;Social_Conservatism;Fiscal_Conservatism;Party_TEXT;POTUS2016;Trump_favorability_1;Trump_2020;Gender.0;Gender_2;Gender_TEXT;LocationLatitude;LocationLongitude;LocationAccuracy;AOT2b_1;AOT2b_2;AOT2b_3;AOT2b_4;AOT2b_5;AOT2b_6;AOT2b_7;AOT2b_8;P.AOT2_1;P.AOT2_2;P.AOT2_3;P.AOT2_4;P.AOT2_5;P.AOT2_6;P.AOT2_7;P.AOT2_8;P.CI_1;P.CI_2;P.CI_3;P.CI_4;P.CI_5;P.CI_6;P.CI_7;P.CI_8;P.CI_9;P.CI_10;P.CI_11;P.CI_12;P.CI_13;P.CI_14;P.CI_15;P.PB_1;P.PB_2;P.PB_3;P.PB_4;P.PB_5;P.PB_6;P.PB_7;P.PB_8;P.PB_9;P.PB_10;P.PB_11;P.PB_12;P.PB_13;P.PB_14;P.PB_15;P.PB_16;P.PB_17;P.PB_18;P.PB_19;P.PB_20;P.PB_21;P.PB_22;P.Kindness;P.Purity;P.Autonomy;P.Helpfulness;P.RespectAuthority;P.Fairness;P.AvoidHarm;P.Rights;P.Patriotism;P.RespectTradition;P.Knowledge;P.Facts;P.Empiricism;P.Irrational;P.Ignorance;TechProblems;GM_Health2;Vaccines2;Detox2;PI.Abortion;PI.GayMarriage;PI.MicroAggressions;PI.ControlSpeakers;PI.MenFeminism;FMIb_1;FMIb_2;FMIb_3;FMIb_4;FMIb_5;P.FMI_1;P.FMI_2;P.FMI_3;P.FMI_4;P.FMI_5;P.Rb_1;P.Rb_2;P.Rb_3;P.Rb_4;P.Rb_5;P.Rb_6;P.Rb_7;P.Rb_8;P.Rb_9;CRT_ACC_1;CRT_ACC_2;CRT_ACC_3;CRT_ACC_4;CRT_ACC_5;CRT_ACC_6;AOT_split;DemRep;RepDem;ZConservativeOpinions;ZRevAOTE;ZCRT_ACC;ZDemRep_C;AOTxCRT;AOTxDemRep;DemRepxCRT;AOTxDemRepxCRT;ZConspiracist_Ideation;ConspxDemRep;AOTxDemRepxConsp;Hisp;White;Black;ZConservatism;AOTxConserv;College;CollegeDegree
370;3;87.5;.166666666666667;75;64.3939393939394;55;90;50;50;50;36.6666666666667;64.1025641025641;9.25925925925926;6;3;4;50;0;5;60;2;100;0;16.6666666666667;83.3333333333333;0;16.6666666666667;83.3333333333333;0;16.6666666666667;50;2;100;16.6666666666667;100;100;66.6666666666667;66.6666666666667;83.3333333333333;50;83.3333333333333;33.3333333333333;83.3333333333333;16.6666666666667;33.3333333333333;3;3;R_2eXVVmeOP53HnWJ;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;26;2;16;1;15;6;4;2;836161;1;1;1;6;6;3;1;2;3;6;6;1.958;52.383;53.364;27;1;4;4;4;5;5;4;3;5;3;4;2;4;4;4;5;1.321;112.481;113.466;53;1;2;5;5;5;3;6;4;4;5;6;5;6;5;3;1;5;7;7;6;5;5;7;.442;103.737;104.591;81;1;5;2;4;6;5;6;6;6;2;6;5;4;1;5;5;4.873;111.499;112.298;52;1;7;7;2;6;2;3;7;4;5;6;5;3;6;3.135;70.553;71.485;47;1;1;7;6;6;2;2;4;7;2;7;5;4;4;4;5;.442;131.724;132.769;65;3;1;1;1;1;1;4;1;1;1;8;50;20;1;8;1;26;1;7;1; ; ; ; ; ; ; ;3;3; ;3;0;1;2;2; ;37.751007080078;-97.821998596191;-1;6;6;4;6;5;4;6;6;100;100;60;100;80;60;100;100;75;75;75;100;100;75;50;100;50;75;25;75;75;75;100;16.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;33.3333333333333;83.3333333333333;50;50;66.6666666666667;83.3333333333333;66.6666666666667;83.3333333333333;66.6666666666667;33.3333333333333;0;66.6666666666667;100;100;83.3333333333333;66.6666666666667;66.6666666666667;100;80;20;60;100;80;100;100;100;20;100;80;60;0;80;80;6;2;5;3;7;1;4;1;1;5;4;4;4;3;66.6666666666667;50;50;50;33.3333333333333;33.3333333333333;0;0;0;0;0;50;0;0;0;0;0;0;1;0;2;2;1;-.576881404423468;.933435339223485;-.644044517058094;1.27633168747766;-.601173912255147;1.19137310166239;-.822014425267489;-.767297313896157;1.01270296103973;1.29254487917746;1.20650706775659; ;1;0;.041999467304118;.039203787010225;2;1
371;3;40;1;66.6666666666667;12.8787878787879;50;93.3333333333333;50;50;50;38.3333333333333;52.5641025641026;0;7;3;4;50;0;3;0;2;66.6666666666667;0;16.6666666666667;100;0;0;100;100;0;0;3;66.6666666666667;100;100;100;83.3333333333333;83.3333333333333;16.6666666666667;100;16.6666666666667;0;16.6666666666667;0;0;4;2;R_3qqE11NszrdG2SC;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;29;2;3;1;1;2;4;1;258747;2;1;1;5;4;6;6;4;2;1;4;3.799;37.419;37.465;23;1;4;3;4;4;4;4;3;4;4;4;1;4;4;3;5;1.733;71.344;72.019;44;1;1;1;1;1;5;1;1;1;1;1;5;1;1;1;1;4;7;1;1;1;1;1;2.794;57.565;58.559;55;1;6;1;4;6;4;6;6;6;5;4;1;1;1;1;1;2.806;67.448;68.163;41;1;7;5;6;7;7;2;7;7;6;2;7;1;2;4.276;61.801;62.564;36;1;3;7;7;7;2;1;7;1;1;7;4;4;4;4;4;2.319;75.36;76.173;49;1;1;1;1;1;1;1;1;1;1;4;10;39;2;8;3;29;1;3;1; ; ; ; ; ; ; ;3;3; ;5;0;1;2;2; ;37.751007080078;-97.821998596191;-1;5;4;1;1;3;5;1;4;80;60;0;0;40;80;0;60;75;50;75;75;75;75;50;75;75;75;0;75;75;50;100;0;0;0;0;66.6666666666667;0;0;0;0;0;66.6666666666667;0;0;0;0;50;100;0;0;0;0;0;100;0;60;100;60;100;100;100;80;60;0;0;0;0;0;2;1;6;1;5;1;1;7;1;4;4;4;4;4;50;50;50;50;50;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;-1.20494156015808;-1.66229628624877;3.03341435646995;-.2075126690235;-5.04243341941371;.344947539067335;-.629471909365282;1.04636881723583;.63155448552695;-.131055556925461;.217853165569459;0;1;0;.041999467304118;-.0698155585240622;1;1
372;3;45;.166666666666667;86.6666666666667;47.7272727272727;60;60;50;50;50;65;66.6666666666667;5.55555555555556;7;3;4;50;0;4;52;2;50;100;50;100;50;100;50;50;50;50;5;100;50;83.3333333333333;100;100;100;50;50;50;33.3333333333333;50;50;50;3;3;R_26bCAtgSrhZnKm3;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;41;2;1;1;1;6;7;3;184293;1;1;1;5;3;5;4;5;3;4;3;42.85;126.236;126.822;20;1;5;5;5;3;4;3;5;4;5;5;4;5;4;5;5;15.79;111.654;112.372;33;1;4;4;1;5;4;4;5;4;1;4;4;1;4;1;4;4;7;4;4;7;4;5;9.789;88.683;89.355;46;1;5;4;4;4;4;3;5;3;3;5;4;3;4;3;4;49.647;190.616;191.131;32;1;6;7;4;4;4;1;7;4;7;4;5;4;4;15.648;98.242;98.801;32;1;4;1;4;7;4;7;4;4;4;4;4;4;4;4;4;11.155;142.472;143.287;40;1;1;1;1;4;1;1;1;1;1;15;2;20;1;7;3;40;1;2;1; ; ; ; ; ; ; ;3;3; ;6;0;1;2;2; ;37.751007080078;-97.821998596191;-1;5;3;2;3;2;4;4;3;80;40;20;40;20;60;60;40;100;100;100;50;75;50;100;75;100;100;75;100;75;100;100;50;50;0;66.6666666666667;50;50;66.6666666666667;50;0;50;50;0;50;0;50;50;100;50;50;100;50;66.6666666666667;80;60;60;60;60;40;80;40;40;80;60;40;60;40;60;4;4;7;3;4;7;4;4;4;4;4;4;4;4;50;50;50;50;50;0;0;0;0;50;0;0;0;0;0;0;0;0;0;1;1;2;1;.950045748577615;-.923056810491616;-.304880900126228;.45723130462805;.281422391250329;-.422050469706888;-.13940109172089;.128675127102933;1.54631082675762;.707021716678865;-.6526212107459;0;1;0;.041999467304118;-.038767894332086;2;1
373;3;92.5;0;80;56.0606060606061;40;100;50;50;10;28.3333333333333;83.3333333333333;24.0740740740741;7;3;4;50;0;3;20;2;0;0;16.6666666666667;0;0;0;16.6666666666667;100;100;50;1;100;100;100;100;100;100;100;83.3333333333333;66.6666666666667;33.3333333333333;66.6666666666667;100;33.3333333333333;2;2;R_SADrNHJMhu1Akvv;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;23;2;1;1;1;2;4;4;855824;2;1;1;6;6;3;2;1;1;6;6;7.813;89.348;90.609;27;1;5;4;5;3;3;3;5;5;4;4;3;5;5;5;4;10;172.369;173.449;47;1;4;4;1;7;4;6;4;4;1;7;4;4;4;4;1;4;7;7;4;4;4;7;5.682;146.673;147.739;77;1;6;4;6;6;1;6;6;6;1;6;6;1;1;1;1;4.579;131.714;132.769;41;1;7;7;1;1;7;1;7;6;7;5;5;3;5;18.233;145.534;146.581;68;1;7;7;2;1;2;1;4;1;7;7;2;7;1;7;5;11.097;230.652;232.819;53;4;1;1;1;4;4;5;1;1;1;8;50;20;1;7;1;23;1;2;1; ; ; ; ; ; ; ;3;3; ;5;0;1;2;2; ;45.440704345703;-122.77920532227;-1;6;6;4;5;6;6;6;6;100;100;60;80;100;100;100;100;100;75;100;50;50;50;100;100;75;75;50;100;100;100;75;50;50;0;100;50;83.3333333333333;50;50;0;100;50;50;50;50;0;50;100;100;50;50;50;100;100;60;100;100;0;100;100;100;0;100;100;0;0;0;0;7;7;7;3;1;1;4;7;1;2;1;1;1;3;16.6666666666667;0;0;0;33.3333333333333;50;0;0;0;50;50;66.6666666666667;0;0;0;0;0;0;0;0;2;1;2;-1.03153539483208;1.38209988401194;-1.24763717770354;-.0468709376757341;-1.72435919859305;-.0647803175251631;.0584779243980713;.0808223325278336;1.2413920463474;-.0581852092355008;-.0804177709355963;0;1;0;.041999467304118;.0580474588895849;1;1
374;3;90;1;21.6666666666667;6.81818181818182;60;83.3333333333333;25;50;23.3333333333333;30;79.4871794871795;37.037037037037;1;1; ;37.5;12.5;2;72;2;16.6666666666667;0;33.3333333333333;66.6666666666667;0;33.3333333333333;33.3333333333333;50;33.3333333333333;33.3333333333333;5;100;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;100;50;83.3333333333333;83.3333333333333;50;66.6666666666667;83.3333333333333;83.3333333333333;4;5;R_3CO7mpApg5EUMwY;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;78;2;9;10;1;6;3;2;698363;1;1;1;6;5;2;2;2;1;6;6;7.797;32.088;33.345;12;1;2;2;3;1;1;1;1;1;1;1;2;2;2;4;4;6.127;72.136;73.716;23;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;2;1;1;5;4.852;64.469;65.777;36;1;6;4;4;6;4;5;5;5;3;5;6;5;4;4;4;9.091;71.536;72.882;25;1;6;7;4;2;6;1;6;6;6;6;4;6;5;5.414;45.953;47.106;21;1;6;7;3;5;3;3;5;4;3;7;1;6;4;6;5;7.236;87.593;92.201;28;4;4;4;2;1;3;3;2;6;1;4;10;39;2;8;3;78;1;6; ; ; ;1; ; ; ; ;2;3; ;1;0;1;2;2; ;41.662094116211;-87.792701721191;-1;6;5;5;5;5;6;6;6;100;80;80;80;80;100;100;100;25;25;50;0;0;0;0;0;0;0;25;25;25;75;75;0;16.6666666666667;0;0;0;0;0;0;0;0;16.6666666666667;0;0;0;0;0;0;33.3333333333333;16.6666666666667;0;0;66.6666666666667;100;60;60;100;60;80;80;80;40;80;100;80;60;60;60;4;6;7;4;2;1;3;4;1;1;2;4;2;3;0;16.6666666666667;50;16.6666666666667;33.3333333333333;50;50;50;16.6666666666667;0;33.3333333333333;33.3333333333333;16.6666666666667;83.3333333333333;1;1;1;1;1;1;2;1;2;-.940604596750354;1.15776761161771;2.37391878616913;-.70847225025243;2.74844628323746;-.820246225072183;-1.68185558435376;-1.94719792298317;-1.42664728224206;1.01074001036654;1.17020204776854;0;0;0;-.418220047662139;-.484201625712442;2;2
375;3;75;.166666666666667;68.3333333333333;29.5454545454545;25;56.6666666666667;0;0;53.3333333333333;23.3333333333333;52.5641025641026;74.0740740740741;1;1;1;0;50;3;28;2;0;0;0;66.6666666666667;0;0;33.3333333333333;83.3333333333333;0;50;1;100;66.6666666666667;33.3333333333333;83.3333333333333;66.6666666666667;100;33.3333333333333;33.3333333333333;83.3333333333333;0;16.6666666666667;16.6666666666667;50;3;5;R_1NdZcakJ6GLa5YK;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;28;2;2;2;1;6;7;4;186793;1;1;1;6;5;2;3;3;3;4;6;4.059;50.029;50.668;17;1;5;5;5;5;5;4;1;1;1;5;2;3;4;5;5;9.969;78.077;79.306;33;1;4;4;3;3;4;2;2;4;2;1;1;1;4;4;2;4;1;2;2;4;4;3;18.684;119.373;120.172;50;1;3;2;4;4;3;4;4;4;1;3;2;3;3;2;2;4.23;60.018;60.953;33;1;3;7;5;6;5;1;6;3;5;6;7;4;2;5.479;82.937;83.827;34;1;7;7;3;5;1;1;4;2;1;7;3;2;3;3;4;5.233;98.157;98.783;40;4;5;5;7;7;4;4;6;7;1;8;50;20;1;8;1;28;1;4; ;1; ; ; ; ; ; ;1;1; ;5;0;1;2;2; ;33.509292602539;-112.05629730225;-1;6;5;5;4;4;4;4;6;100;80;80;60;60;60;60;100;100;100;100;100;100;75;0;0;0;100;25;50;75;100;100;50;50;33.3333333333333;33.3333333333333;50;16.6666666666667;16.6666666666667;50;16.6666666666667;0;0;0;50;50;16.6666666666667;50;0;16.6666666666667;16.6666666666667;50;50;33.3333333333333;40;20;60;60;40;60;60;60;0;40;20;40;40;20;20;3;2;7;1;1;1;4;6;1;3;6;3;5;4;33.3333333333333;83.3333333333333;33.3333333333333;66.6666666666667;50;50;66.6666666666667;66.6666666666667;100;100;50;50;83.3333333333333;100;0;0;0;0;1;0;2;1;2;-1.30432778907724;-.188226022747667;-.644044517058094;-.0468709376757341;.121225937918287;.00882233018115718;.0301869704194281;-.00568197338085042;.707784180629505;-.033174508218156;.00624430573851329;0;0;1;-1.79887859256091;.33859576288366;2;2
376;3;97.5;.666666666666667;66.6666666666667;75;30;96.6666666666667;25;75;20;46.6666666666667;60.2564102564103;68.5185185185185;2;1;2;50;0;2;24;2;100;0;16.6666666666667;100;0;66.6666666666667;66.6666666666667;100;0;16.6666666666667;2;100;50;83.3333333333333;50;100;100;83.3333333333333;83.3333333333333;66.6666666666667;0;66.6666666666667;0;0;4;4;R_2VL9gzn3IxHo7OL;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;47;2;2;1;1;4;3;3;491737;2;1;1;6;6;1;1;1;1;5;6;5.474;56.124;57.286;20;1;5;4;4;4;4;4;2;4;3;2;2;4;4;4;5;18.764;173.521;174.686;37;1;7;7;1;7;4;6;7;7;1;7;4;2;7;7;1;7;6;7;5;7;7;7;16.275;125.382;126.211;57;1;6;1;5;6;4;6;6;6;1;4;1;4;1;4;1;16.961;147.305;148.097;33;1;6;7;2;7;4;1;4;6;7;5;7;1;5;10.645;101.608;102.758;39;1;1;7;5;7;2;5;6;1;1;7;1;4;1;7;4;10.059;224.391;225.332;54;7;4;1;7;5;5;6;4;7;1;8;50;39;2;8;3;47;1;3;1; ; ; ; ; ; ; ;2;4; ;1;0;1;2;2; ;36.059494018555;-86.659202575684;-1;6;6;6;6;6;6;5;6;100;100;100;100;100;100;80;100;100;75;75;75;75;75;25;75;50;25;25;75;75;75;100;100;100;0;100;50;83.3333333333333;100;100;0;100;50;16.6666666666667;100;100;0;100;83.3333333333333;100;66.6666666666667;100;100;100;100;0;80;100;60;100;100;100;0;60;0;60;0;60;0;6;1;7;1;7;1;2;7;1;1;4;1;1;4;0;50;0;0;50;100;50;0;100;66.6666666666667;66.6666666666667;83.3333333333333;50;100;0;0;1;1;1;1;2;1;2;-.0312966159331383;1.83076442880041;1.16673346487824;-.70847225025243;2.13601412539013;-1.29704579455433;-.826598283307101;-1.51330673398612;.63155448552695;-.447438827518294;-.819155089484653;0;1;0;.041999467304118;.0768911307689448;2;2
377;3;60;.166666666666667;46.6666666666667;43.1818181818182;50;83.3333333333333;75;75;50;66.6666666666667;48.7179487179487;72.2222222222222;1;1;3;75;25;3;44;2;83.3333333333333;100;66.6666666666667;100;83.3333333333333;66.6666666666667;33.3333333333333;33.3333333333333;50;50;4;66.6666666666667;50;50;66.6666666666667;66.6666666666667;0;33.3333333333333;83.3333333333333;66.6666666666667;33.3333333333333;50;66.6666666666667;0;4;4;R_22QX0M3osT3xrXR;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;51;2;6;1;1;5;4;1;817775;2;1;1;5;4;3;4;3;3;4;4;7.787;79.539;80.869;20;1;2;4;3;4;4;3;1;1;1;4;2;4;3;3;4;6.701;152.431;154.216;38;1;4;6;1;4;5;4;4;6;1;5;5;1;3;2;3;3;1;5;2;5;4;5;4.801;124.583;132.604;52;1;6;2;4;6;4;6;6;3;4;4;3;3;3;4;3;2.982;80.745;82.038;33;1;4;5;5;3;4;7;5;6;5;5;5;1;4;3.302;119.917;121.311;38;1;2;1;3;7;5;5;4;5;4;2;4;5;5;4;4;3.703;141.181;142.854;38;3;7;4;7;7;4;4;5;7;1;8;10;20;1;7;1;51;1;2;1; ;1; ; ; ; ; ;4;4; ;2;70;6;2;2; ;40.71110534668;-73.946899414062;-1;5;4;4;3;4;4;4;4;80;60;60;40;60;60;60;60;25;75;50;75;75;50;0;0;0;75;25;75;50;50;75;50;83.3333333333333;0;50;66.6666666666667;50;50;83.3333333333333;0;66.6666666666667;66.6666666666667;0;33.3333333333333;16.6666666666667;33.3333333333333;33.3333333333333;0;66.6666666666667;16.6666666666667;66.6666666666667;50;66.6666666666667;100;20;60;100;60;100;100;40;60;60;40;40;40;60;40;3;5;1;3;6;7;4;3;6;4;3;5;4;4;50;33.3333333333333;66.6666666666667;50;50;33.3333333333333;100;50;100;100;50;50;66.6666666666667;100;0;1;0;0;0;0;1;1;2;1.0847324553736;1.29466161677986;-.304880900126228;-.2075126690235;-.394717599082722;-.268658687580269;.0632666493194808;.0819089024962035;-.283201855703719;.0587679729494869;.0760846388736579;0;1;0;.962438497236632;1.24603218088356;2;2
378;3;80;.5;48.3333333333333;18.1818181818182;85;96.6666666666667;100;75;46.6666666666667;56.6666666666667;28.2051282051282;100;1;1;3;87.5;37.5;4;60;2;100;100;83.3333333333333;50;16.6666666666667;33.3333333333333;16.6666666666667;66.6666666666667;66.6666666666667;33.3333333333333;2;66.6666666666667;0;0;0;66.6666666666667;33.3333333333333;33.3333333333333;66.6666666666667;66.6666666666667;33.3333333333333;0;0;0;3;5;R_2bUhPtK4XEpyrG0;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;31;2;1;1;1;6;5;2;278037;2;1;1;6;5;2;6;2;1;6;6;5.147;64.706;65.233;16;1;2;3;3;3;4;4;2;2;2;4;2;2;4;2;5;18.439;205.859;206.539;39;1;1;5;1;1;4;1;1;5;1;1;4;1;1;3;1;1;1;1;1;5;5;1;4.328;160.663;163.934;58;1;6;6;5;6;6;6;6;6;3;6;4;6;4;3;3;5.375;159.596;161.55;42;1;1;5;5;7;1;5;1;5;5;5;5;1;1;2.706;81.194;81.921;36;1;1;1;2;4;6;3;5;3;5;6;3;5;4;4;3;9.13;179.299;180.193;41;7;7;7;7;7;7;7;7;7;1;8;50;39;1;8;3;31;1;2;1; ; ; ; ; ; ; ;5;4; ;2;68;6;2;2; ;41.873199462891;-88.000198364258;-1;6;5;5;1;5;6;6;6;100;80;80;0;80;100;100;100;25;50;50;50;75;75;25;25;25;75;25;25;75;25;100;0;66.6666666666667;0;0;50;0;0;66.6666666666667;0;0;50;0;0;33.3333333333333;0;0;0;0;0;66.6666666666667;66.6666666666667;0;100;100;80;100;100;100;100;100;40;100;60;100;60;40;40;3;1;3;3;7;7;3;5;2;3;3;4;4;5;33.3333333333333;33.3333333333333;50;50;66.6666666666667;100;100;100;100;100;100;100;100;100;0;0;1;0;1;1;2;2;1;.514288172557191;.260438522040794;.563140804232796;.614730374900962;.146663558755253;.16009947029279;.346179757708055;.0901585444579261;-.206972160601163;-.127232073880415;-.0331361332776004;0;1;0;1.42265801220289;.370514950067614;2;2
379;3;97.5;.166666666666667;100;46.969696969697;75;90;100;100;80;55;28.2051282051282;85.1851851851852;1;1;3;100;50;6;76;2;100;0;33.3333333333333;66.6666666666667;50;66.6666666666667;66.6666666666667;100;16.6666666666667;50;1;0;16.6666666666667;16.6666666666667;100;33.3333333333333;0;33.3333333333333;0;66.6666666666667;0;16.6666666666667;16.6666666666667;66.6666666666667;1;5;R_3Jz69YHeJMelMa2;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;52;2;13;1;1;6;5;2;805694;1;1;1;6;6;1;2;1;1;6;6;11.658;64.754;65.796;18;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7.813;110.833;111.976;31;1;6;5;1;7;1;1;5;1;1;6;1;1;6;5;1;4;7;6;7;3;4;5;23.106;139.944;140.85;50;1;5;4;5;5;4;6;6;6;6;5;6;4;5;5;4;6.34;154.236;156.975;32;1;2;1;5;6;2;7;7;1;3;5;7;5;2;10.512;117.778;118.718;36;1;1;7;5;5;3;5;4;1;2;4;7;2;3;2;1;15.131;313.346;313.384;49;6;6;7;5;5;7;7;5;7;1;8;50;20;1;7;3;48;1;8;1; ; ; ; ; ; ; ;5;5; ;2;100;7;2;2; ;38.25390625;-85.76000213623;-1;6;6;6;5;6;6;6;6;100;100;100;80;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;83.3333333333333;66.6666666666667;0;100;0;0;66.6666666666667;0;0;83.3333333333333;0;0;83.3333333333333;66.6666666666667;0;50;100;83.3333333333333;100;33.3333333333333;50;66.6666666666667;80;60;80;80;60;100;100;100;100;80;100;60;80;80;60;3;2;1;1;7;1;4;7;4;7;6;3;6;7;100;83.3333333333333;33.3333333333333;83.3333333333333;100;83.3333333333333;83.3333333333333;100;66.6666666666667;66.6666666666667;100;100;66.6666666666667;100;0;0;0;0;0;1;2;2;1;.423357374475468;1.83076442880041;-.644044517058094;1.93793300005435;-1.17909379239389;3.54789880189796;-1.24811512311095;-2.28500477043936;2.15614838757806;4.17847111330152;7.64979628100244;0;1;0;1.88287752716915;3.44710520052894;2;2
380;3;62.5;.5;48.3333333333333;22.7272727272727;80;96.6666666666667;100;100;43.3333333333333;60;71.7948717948718;100;1;1;3;100;50;4;88;2;83.3333333333333;33.3333333333333;66.6666666666667;100;16.6666666666667;66.6666666666667;83.3333333333333;50;50;50;5;100;50;50;100;100;100;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;66.6666666666667;33.3333333333333;0;3;4;R_1DZtR4ZmS01eM34;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;59;2;3;1;1;5;4;1;834274;1;1;1;6;6;6;6;6;1;6;6;6.783;36.576;38.182;8;1;2;4;3;4;2;2;2;1;4;3;2;4;3;4;4;9.476;103.341;104.847;16;1;1;2;1;1;1;5;5;4;1;1;1;1;1;1;1;6;1;5;1;5;6;1;11.878;117.814;120.072;24;1;6;5;6;6;5;6;6;5;4;6;6;6;6;6;3;5.483;61.114;63.225;15;1;4;7;2;5;4;1;7;6;7;6;2;1;5;24.267;109.847;111.8;14;1;2;5;6;7;5;5;4;4;4;6;5;6;5;4;6;13.43;75.602;77.019;17;7;7;7;7;7;7;7;7;7;1;8;50;20;2;8;3;39;1;3;1; ; ; ; ; ; ; ;5;5; ;4;1;1;2;2; ;42.297897338867;-74.389503479004;-1;6;6;1;1;1;6;6;6;100;100;0;0;0;100;100;100;25;75;50;75;25;25;25;0;75;50;25;75;50;75;75;0;16.6666666666667;0;0;0;66.6666666666667;66.6666666666667;50;0;0;0;0;0;0;0;83.3333333333333;0;66.6666666666667;0;66.6666666666667;83.3333333333333;0;100;80;100;100;80;100;100;80;60;100;100;100;100;100;40;6;3;7;6;6;3;4;4;2;5;2;5;4;2;66.6666666666667;16.6666666666667;66.6666666666667;50;16.6666666666667;100;100;100;100;100;100;100;100;100;0;0;0;1;1;1;2;2;1;.696149768720634;-1.30988738471882;.563140804232796;.614730374900962;-.737651035284948;-.805227563086239;.346179757708055;-.453456497466799;-.206972160601163;-.127232073880415;.166659688507568;0;1;0;1.88287752716915;-2.46635751980943;2;2
